S.no;World Ranking;Germany Ranking;_University Name;University Name link;Course Type;Course Sub_Type;City;Course Name;Course Germany Ranking;Teaching language;_language Req.;Admission without IELTS/TOEFL;Required German Grade;GRE;"Tution Fee ";Tuition Fee Per;Beginning Semester;Application DeadLine for winter;Application DeadLine for Summer;Duration;Go to course website;Submit application to;Logo URL;Responsible Person;_Daad SIte;Updated on;State;Comment;Tags_Alternate;Uni_Type;Type of Course;;Application Deadline(EU/Non EU);University's Official emails;Fees link;LOI Additional;Study Type;Focus;Target group;Annotation;Admission modus;Admission requirements;Area of study;Admission requirements on Official Webpage;ECTS;Mode of Admission;Study Mode;Admission Test/Interview;Application;Required German Language Test;"Commented by Abhishek ";MGU_LINK
1243;7700;246;Detmold University of Music;https://howtoabroad.com/detmold-university-of-music/;Master;Master of Science;Detmold;MSc in Music Acoustics;NA;English, German;;;;;None;;Winter, Summer;15-Mar;1-Nov;4 semesters;https://www.hfm-detmold.de/en/study-service/fields-of-study-and-application/music-acoustics/;https://www.muvac.com/en/vac/hochschule-fuer-musik-detmold-0b03501;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/10/Detmold-University-of-Music-1.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6213/;11-June;North Rhine-Westphalia;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / s.krekori-vartanian@uni-tuebingen.de;https://uni-tuebingen.de/de/31479;;graduate;;"The Department of Ancient Near Eastern Philology at the Institute for the Cultures of the Ancient Near East (IANES) at the University of Tübingen emerged from the Ancient Near Eastern seminar and is one of the most renowned institutions of its kind both in Germany and abroad. The range of courses covers the entire spectrum of ancient Near Eastern Philology, both in terms of language and cultural history. Research focuses on the literature and history of Mesopotamia from the 3rd millennium to the 1st millennium BC.
Ancient Near Eastern Philology deals with the languages and writings of ancient Mesopotamia (modern day: Iraq) and the neighbouring areas of Anatolia, Syria and Iran, which are characterised by highly developed, multicultural societies at the beginning of history. The period covered extends from the first written records around 3000 BC. until the 3rd century AD. The focus is on the Akkadian (Babylonian-Assyrian) as the oldest documented Semitic language and the Sumerian. Both languages (including Hittite, Elamite, Ugaritic) were written in cuneiform, which was the most important writing system in the Middle East for over three millennia.";;open admission;;Ancient Oriental Studies / Media Studies / General Linguistic Science;;;;;;;;;
1244;205;16;FAU Erlangen-Nurnberg;https://howtoabroad.com/friedrich-alexander-university/;Master;Master of Science;Nuremberg;MSc International Information Systems (IIS);;English, German;;;;;None;;Winter;15-Jul;;4 semesters;https://meinstudium.fau.de/studienangebot/international-information-systems-msc/;https://www.campo.fau.de/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/Friedrich–Alexander-Universitat-FAU.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4084/;11-June;Bavaria;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / anglistik@es.uni-tuebingen.de;https://uni-tuebingen.de/de/31479;German;graduate;;"This area of study delves into the rich tradition of English literature in Great Britain, as well as the newer literatures that have emerged in English across the globe. Of particular interest is the role literature has played across a range of cultural contexts throughout history, both in terms of its functions and achievements.
Literature is therefore viewed as an integral part of the culture of the modern era, in the widest sense of the phrase encompassing cultural developments from the Middle Ages to the post-modern era. More recent developments in the field, built on the concept of literary studies as a form of media studies and cultural studies, form the basis for exploring the relationship between literary texts and other types of text and media, thus creating a productive link between literary and cultural studies. The ability to critically analyse and reflect on texts of any kind constitutes the core principle underlying teaching and learning in this area.
A Masters degree in English Studies will prepare students for jobs predominantly (but not exclusively) in the areas of public relations, adult education, intercultural communication, and in similar career fields where a strong background in communicative and intercultural skills, in addition to excellent foreign language skills, plays a crucial role.";;open admission;Earlier application deadline of 31 May.;;;;;;;;;;
1245;344;28;University of Regensburg;https://howtoabroad.com/university-of-regensburg/;Master;Master;Regensburg;Biology;34 (For Biology);English;CEFR A11;YES;2.5;NA;None;;Winter, Summer;25-Jun;25-Dec;14 semesters;https://www.uni-regensburg.de/studium/studienangebot/studiengaenge-a-z/biologie-msc/index.html;https://www.uni-regensburg.de/international/incomings/mit-studienabschluss/bewerbung/index.html;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/University-of-Regensburg.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6569/;11-June;Bavaria;;;Check later for application deadline;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / aeg.msc@ifg.uni-tuebingen.de;https://uni-tuebingen.de/de/31479;;graduate;;"The M.Sc. program 'Applied & Environmental Geoscience' (AEG) is an international research-oriented study program focusing on the evaluation and solution of environmental problems. Special emphasis is given to environmental problems in the subsurface such as the pollution of drinking water supplies from groundwater resources, the non-sustainable use of natural resources, the impact of short and long term waste disposal, the impact of climate and land-use change on soil and water quality.
The program aims for a comprehensive understanding of the physical, chemical, and biological process mechanisms in the geo- and hydrosphere. Students from various science backgrounds learn to qualitatively and quantitatively address complex processes in soils, water and air and to evaluate environmental risks based on multi-disciplinary approaches.";Application deadline for foreign applicants is 31 March.;selection by the HEI;"Bachelor of Science in Geology, Geoecology, Geography, Physics, Chemistry, Engineering, Mathematics or Biology\; English proficiency (TOEFL passed with at least 79 points ibt). 
Application deadline for international applicants is 31 March.";Geosciences / Environmental Science;;;;;;;;;
1246;713;51;University of Kassel;https://howtoabroad.com/university-of-kassel/;Master;Master;Kassel;Nanoscience (MSc);49 (For Nanotechnology);English, German;;;;;None;;Winter, Summer;15-Jul;15-Jan;4 semesters;https://www.uni-kassel.de/uni/studium/nanoscience-master;https://www.uni-kassel.de/uni/studium/nanoscience-master/application;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/University-of-Kassel.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4735/;11-June;Hesse;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / studiengangskoordination.ina@ifu.uni-tuebingen.de;https://uni-tuebingen.de/de/31479;German;graduate;;"The M.Sc. in Natural Science Archaeology is a two-year, research-oriented course that deals with the wide range of scientific applications for addressing archaeological and historical questions.
In the first semester, students will get an overview of the different disciplines of natural science archaeology and then specialise in one of these disciplines. The course is not focused on specific periods or regions, but focuses on methods and topics.
Facilities
• Laboratory for old DNA
• Laboratory for organic petrology and micromorphology
• Sedimentological and soil-science laboratory
• Palaeoanthropology Imaging Lab
• Palaeoanthropology High Resolution Computer Tomography Laboratory
• Radiocarbon and luminescence dating (Curt-Engelhorn Centre Archaeometry Mannheim)
• Archaeobotanical laboratory
• Large comparative collections of human osteology, fauna and botany (seeds, fruits and charcoal)
• Analytical laboratory and isotope geochemistry (Curt-Engelhorn Centre Archaeometry Mannheim)
• Measuring room for trace element and isotope analysis (Curt-Engelhorn Centre Archaeometry Mannheim)
• X-ray fluorescence analysis (Curt-Engelhorn Centre Archaeometry Mannheim)
Although the Institute for Natural Science Archaeology was officially founded only in 2007, this area already has a long and excellent tradition at the University of Tübingen. As early as 1896, Ernst Koken taught human evolution and prehistory at the Faculty of Mathematics and Natural Sciences. Since then, numerous courses in Natural Science Archaeology have been taught in Tübingen. For many decades Tübingen was the only German university with an archaeology department within a faculty of natural sciences. Over the past decades, Natural Science Archaeology in Tübingen has been closely linked to the Chair of Early Prehistory and Quaternary Ecology and that of Bioarchaeology. In recent years, a chair for archaeometry and two new junior professorships have been set up at the Institute of Natural Science Archaeology. The institute is divided into six pillars: archaeometry, archaeobotany, geoarchaeology, palaeoanthropology, palaeogenetics and zoo archaeology.";;open admission;;Anthropobiology / Archaeology;;;;;;;;;
1247;713;51;University of Kassel;https://howtoabroad.com/university-of-kassel/;Master;Master;Kassel;Nanoscience (MSc);49 (For Nanotechnology);English, German;;;;;Varied;;Winter;15-Jul;;4 semesters;https://www.uni-kassel.de/uni/studium/nanoscience-master;https://www.uni-kassel.de/uni/studium/nanoscience-master/application-and-study-guide-for-international-students;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/University-of-Kassel.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4815/;11-June;Hesse;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / lukas.werther@uni-tuebingen.de;https://uni-tuebingen.de/de/31479;;graduate;;The prehistory, early history and archaeology of the Middle Ages deal with the legacies of man from past times. These are developed using archaeological methods in order to scientifically evaluate and interpret them. The time frame here extends from the beginnings of mankind through the Stone and Metal Ages to the Middle Ages and modern times. The geographical range includes primarily the Old World. Depending on the research direction, it ranges from Central Europe to the Mediterranean region and Africa to Asia.;;open admission;;;;;;;;;;;
1248;131;6;University of Hamburg;https://howtoabroad.com/the-university-of-hamburg/;Master;Master;Hamburg;Peace and Security Studies;;English, German;;;;;None;;Winter;31-Mar;;2 semesters;https://www.uni-hamburg.de/en/campuscenter/studienangebot/studiengang.html?1115113334;https://ifsh.de/en/teaching/mps/applications/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/university-hamburg.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3648/;11-June;Hamburg State;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / sekretariat-khi@uni-tuebingen.de;https://uni-tuebingen.de/de/31479;;graduate;;"Art History in Tübingen represents in research and teaching the entire bandwidth of the subject, from the Late Antiquity to the present.
The spectrum ranges from the visual arts through architecture and applied arts to photography, film, electronically generated media and genre-defying artistic processes.
The Tübingen Master’s in Art History is characterised by its media-historical breadth and practical relevance, which is defined by the institute's graphic collection and the large art collections of the region.
The Master’s programme also benefits from the interdisciplinary range of courses at the University of Tübingen.
Studying in the “Alte Burse”, the oldest university building in the middle of the old town of Tübingen on the banks of the river Neckar. Founded in 1894, the institute has a graphic collection, an extensive library with over 50,000 volumes, is equipped to the latest technical standards and has its own image database. 
A broad-based and up-to-date teaching programme, attractive secondary courses and the high density of museums, exhibition halls and art monuments in the region make Tübingen an ideal location for studying art history.";;open admission;;;;;;;;;;;
1249;390;34;University of Duisburg-Essen;https://howtoabroad.com/university-of-duisburg-essen/;Master;Master;Duisburg;Power Engineering;;English, German;;;;;None;;Winter, Summer;15-Sep;15-Mar;4 semesters;https://www.uni-due.de/studienangebote/studiengang.php?id=145;https://www.uni-due.de/ise/admission.php;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/University-of-Duisburg-Essen.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6256/;11-June;North Rhine-Westphalia;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de;https://uni-tuebingen.de/studium/studienorganisation/beitraege-und-gebuehren/;;undergraduate;;;For more information on course contents and course organisation, see our course flyer:;selection by the HEI;;;https://uni-tuebingen.de/studium/bewerbung-und-immatrikulation/;;;;;;;;
1250;128;4;University of Bonn;https://howtoabroad.com/university-of-bonn/;Master;Master;Bonn;Renaissance Studies (MA);;English, German;;;;;None;;Winter, Summer;31-Aug;31-Dec;4 semesters;https://www.uni-bonn.de/en/studying/degree-programs/degree-programs-a-z/renaissance-studies-ma;https://www.uni-bonn.de/en/studying/application-admission-and-enrollment/application-admission-and-enrollment;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/University-of-Bonn.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3973/;11-June;North Rhine-Westphalia;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / wilhelm.kley@uni-tuebingen.de;https://uni-tuebingen.de/de/31479;;graduate;;"The focus of the Master’s programme in Astro and Particle Physics is on a distinct quantitative approach as is usual in physics, along with the acquisition of essential practical skills (primarily in the lab) with respect to problem sets in the field of Astro and Particle Physics.
The Master’s in Astro and Particle Physics is an international research-oriented two-year programme established by the Kepler-Center. This programme connects science from the fields of particle physics, astrophysics and cosmology and combines different disciplines in experimental and theoretical physics, astronomy and astrophysics. The education will be in English throughout, which prepares the students for the increasing internationalisation in industry and modern society.";;open admission;;Astronomy / Physics;;;;;;;;;
1251;93;3;(TU) Technical University Munich;https://howtoabroad.com/technical-university-of-munich/;Master;Master;Garching;Research-Oriented Elite Master's/Doctorate Programme TopMath;;English, German;;;;;None;;Winter, Summer;1-Dec;1-Dec;8 semesters;https://www.tum.de/en/studies/degree-programs/detail/topmath-applied-mathematics-master-with-integrated-doctorate-program-promotion;https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/login;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TUM.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4871/;11-June;Bavaria;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / master@ifib.uni-tuebingen.de;https://uni-tuebingen.de/de/31479;;graduate;Biochemistry, Molecular Biology, Cell Biology, Chemical Biology, Molecular Medicine, Biophysics;"The 2-year degree in English will provide you with knowledge of the very latest developments in biochemical, molecular and cellular biology as well as with cutting edge laboratory and bioinformatics skills. 
What sets this program apart is its broad approach. It offers you an in-depth look at many aspects of molecular life science without early specialization, while allowing you to dig deeper in areas of your choice. Topics range from biochemical, structural, cellular and molecular biology to neuroscience, cell signalling, plant physiology as well as cancer biology.
The course is highly modular and adaptable to your personal preferences. Few elements of the degree are fixed and there is a wealth of options. You will be given the opportunity to work in several different labs to hone your skills and develop your preferences.
The master is organized by the Interfaculty Institute of Biochemistry (IFIB) which is a tight-knit community of a dozen research groups. Like the degree, the local labs cover a broad range of research topics from structural biochemistry to model organisms. On top of the in-house expertise, several excellent research institutions working in the fields of developmental biology, biocybernetics and neuroscience are located in the immediate vicinity.";;selection by the HEI;The application deadline differs here and is 31 May for the winter term and 15 January for the summer term!;Biochemistry / Chemistry;;;;;;;;;
1252;130;5;University of Gottingen;https://howtoabroad.com/university-of-gottingen/;Master;Master;Göttingen;Russian Literature in a European Context (MA) Double Degree in Cooperation with Voronezh State University;6 (For Literature);English, Russian;;;;;None;;Winter;;;4 semesters;;;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/University-of-Gottingen.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5273/;11-June;Lower Saxony;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de;https://uni-tuebingen.de/studium/studienorganisation/beitraege-und-gebuehren/;;undergraduate;;;For more information on course contents and course organisation, see our course flyer:;selection by the HEI;;Biochemistry / Chemistry;https://uni-tuebingen.de/studium/bewerbung-und-immatrikulation/;;;;;;;;
1253;93;3;(TU) Technical University Munich;https://howtoabroad.com/technical-university-of-munich/;Master;Master;Munich;Science and Technology of Materials;;English, German;;;;;None;;Winter, Summer;1-Jul;1-Jan;4 semesters;https://www.plus.ac.at/chemie-und-physik-der-materialien/studies/master-science-and-technology-of-materials/;;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/TUM.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6401/;11-June;Bavaria;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de;https://uni-tuebingen.de/studium/studienorganisation/beitraege-und-gebuehren/;;undergraduate;Molecular Biology, Neurobiology, Biochemistry, Pharmacy;;For more information on course contents and course organisation, see our course flyer:;selection by the HEI;;Bioinformatics / Medical Informatics;https://uni-tuebingen.de/studium/bewerbung-und-immatrikulation/;;;;;;;;
1254;4184;150;Deggendorf Institute of Technology;https://howtoabroad.com/deggendorf-institute-of-technology-2/;Master;Master;Deggendorf;Strategic and International Management (MA);;English, German;;;;;None;;Summer;;15-Feb;3 semesters;https://www.th-deg.de/sim-m-en;https://www.th-deg.de/en/apply#international;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/Deggendorf-Institute-of-Technology-1.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4292/;11-June;Bavaria;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / kay.nieselt@uni-tuebingen.de;https://uni-tuebingen.de/de/31479;English;graduate;;"The MSc course in Bioinformatics consists of lectures on bioinformatics, computer science and life sciences. The main goal of the course is to enable students to successfully deal with biological questions through high-throughput technologies and bioinformatic methods in the interdisciplinary team. Efficient and modern methods for the analysis, visualisation and storage of mass data are taught. In doing so, emphasis is placed on practical relevance and research. The broad field of topics in Tübingen includes, among other things, genomics and transcriptomics, protein and drug development, microbiota analysis and systems biology.
There are three variants of the course, tailored to different groups of applicants: Variant (A) for students with a Bachelor’s in bioinformatics, variant (B) for biologists and other life scientists, variant (C) for computer scientists. Most classes are in English; in the variant (A) it is possible to study exclusively in English.
Computer Science in Tübingen is one of the most research-intensive in Germany and is internationally known. It maintains close partnerships with major business enterprises and research institutes (e.g. three Max Planck Institutes in Tübingen) at the national and international levels. It is distinguished by the interdisciplinary cooperation with medicine, biology, psychology, media science and many other disciplines at the University of Tübingen.";;open admission;;;;;;;;;;;
1255;157;11;RWTH Aachen University;https://howtoabroad.com/rwth-aachen-university/;Master;Master;Aachen;Structural Integrity;;English, German;;;;;None;;Winter, Summer;;;4 semesters;https://www.muw.rwth-aachen.de/cms/materialwissenschaft-und-werkstofftechni/Forschung/Institute/Institute/IEHK/~lnea/Lehr-und-Forschungsgebiet-fuer-Werkstof/lidx/1/;;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/RWTH-Aachen-University.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5323/;11-June;North Rhine-Westphalia;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de;https://uni-tuebingen.de/studium/studienorganisation/beitraege-und-gebuehren/;;undergraduate;Botany, Plant Physiology, Zoology, Animal Physiology;;"Restricted admission also for advanced subject-related semester until intermediate examination has been passed.
For more information on course contents and course organisation, see our course flyer: ";selection by the HEI;;;https://uni-tuebingen.de/studium/bewerbung-und-immatrikulation/;;;;;;;;
1256;157;11;RWTH Aachen University;https://howtoabroad.com/rwth-aachen-university/;Master;Master;Aachen;Textile Engineering;;English, German;IELTS 5.5/TOEFL(iBT 90)/Others;YES;;;€5,500;Semester;Winter;1-Mar;;4 semesters;https://www.academy.rwth-aachen.de/en/programs/masters-degree-programs/detail/msc-textile-engineering;https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/login/ee/ui/ca2/app/desktop%23?$ctx=lang=en;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/03/RWTH-Aachen-University.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4445/;11-June;North Rhine-Westphalia;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / beratung@biologie.uni-tuebingen.de;https://uni-tuebingen.de/de/110447;;graduate;;"Profile of the degree program
The course offers a balanced mix of basics, research-related and school-related content. In the basic course, common basic events with Bachelor students, making it easy to change subject. Special courses for teaching students (advanced internship, excursions, subject didactics) in the main course.
Scientific profile
The Department of Biology at the University of Tübingen is one of the most research-intensive biological departments in Germany. Main research specialisations include Evolution and Ecology, Neurobiology, Microbiology, Molecular Biology of Plants as well as Molecular Cell Biology and Immunology. The profile is rounded off by the interfaculty specialisation ""Ethics in the Life Sciences"".
Close cooperation with the state seminars for didactics and teacher training as well as with the grammar schools in the area.";;open admission;"A formal application required.
Deviating application deadline of 15 May!";;;;;;;;;;
1257;214;18;(TU) Technical University Dresden;https://howtoabroad.com/technical-university-dresden/;Master;Master;Dresden;Textile Machinery and High Performance Material Technology (Course of Study: Textile and Ready-Made Clothing Technology);27 (For Machine Learning);English, German;;;;;None;;Winter;31-May;;4 semesters;https://tu-dresden.de/studium/vor-dem-studium/studienangebot/sins/sins_studiengang?autoid=105;https://tu-dresden.de/studium/vor-dem-studium/bewerbung/online-bewerbung;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/08/tud_logo_og_square.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3683/;11-June;Saxony;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de;https://uni-tuebingen.de/studium/studienorganisation/beitraege-und-gebuehren/;;undergraduate;;;For more information on course contents and course organisation, see our course flyer:;selection by the HEI;;;https://uni-tuebingen.de/studium/bewerbung-und-immatrikulation/;;;;;;;;
1258;779;55;Chemnitz University of Technology;https://howtoabroad.com/technical-university-of-chemnitz/;Master;Master;Chemnitz;Textile Structures and Technologies;;English, German;;;;;None;;Winter;15-Jul;;4 semesters;https://www.tu-chemnitz.de/mb/studium/studiengaenge.php.en?sg=master_textile-strukturen-technologien;https://campus.tu-chemnitz.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/07/tulogo.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7039/;11-June;Saxony;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / verena.conrad@med.uni-tuebingen.de;https://uni-tuebingen.de/de/31479;;graduate;;"The inter-professional and interdisciplinary Masters Degree program in Biomedical Technologies offers practical orientation and internationality.
The Master’s program at the University of Tübingen is an excellent choice for students seeking advanced academic and application-oriented research training in emerging fields of Biomedical Technologies, integrating the core areas of implantology, bioimaging, and nanoanalytics/interfaces. The training is offered by experts in basic as well as clinical sciences and provides a comprehensive overview of the area.
The program provides lectures and modules embedded in a modern technological and medical environment and supported by an interdisciplinary team of internationally recognized scientists.
-excellent study conditions in small training groups with individual contact to researchers and clinicians.
-close cooperation with more than 40 universities all over the world, providing the option to pursue practical work experience or to write the Master s thesis outside Germany.
-close interaction with companies and research institutes in Medical Technologies and Biomedical Technologies to ensure a competence based study program, opportunities for practical experiences, and the inclusion of researchers from industry in lectures
Our central goal is to prepare our students to meet today’s challenges and find a successful career in future oriented branches of Biomedical Technologies.
In the first year, students can choose two out of three specialization modules, allowing them to tailor the program to their individual interests.
The second year of the Master’s program is flexible to allow students to gain practical experience in research institutes, industry or abroad.";Earlier application deadline on 15 06.;selection by the HEI;Earlier application deadline on 15 June;Biotechnology / Biomedical Engineering / Human Medicine;;;;;;;;;
1259;373;32;University of Bremen;https://howtoabroad.com/university-of-bremen/;Master;Master;Bremen;Transnational Law (Hanse Law School);6 (For Law);English, German;;;;;None;;Winter;31-May;;2 semesters;https://hanse-law-school.org/en/master-en/;https://hanse-law-school.org/en/master-en/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/08/University-of-Bremen.png;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5309/;11-June;Bremen State;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de;https://uni-tuebingen.de/studium/studienorganisation/beitraege-und-gebuehren/;;undergraduate;;;"Only possible as a complementary subject in a combination Bachelor's degree course.
For more information on course contents and course organisation, see our course flyer: ";selection by the HEI;;;https://uni-tuebingen.de/studium/bewerbung-und-immatrikulation/;;;;;;;;
1260;130;5;University of Gottingen;https://howtoabroad.com/university-of-gottingen/;Master;Master;Göttingen;TransRomania Studies: Romance Languages, Literatures and Cultures (MA) Option for Double Degree;6 (For Literature);German, French;;;;;None;;Winter, Summer;1-Jun;1-Dec;4 semesters;https://www.uni-goettingen.de/en/594443.html;https://www.uni-goettingen.de/en/594443.html;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/University-of-Gottingen.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5276/;11-June;Lower Saxony;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de;https://uni-tuebingen.de/studium/studienorganisation/beitraege-und-gebuehren/;;undergraduate;;;For more information on course contents and course organisation, see our course flyer:;open admission;;;https://uni-tuebingen.de/studium/bewerbung-und-immatrikulation/;;;;;;;;
1261;7455;229;University of Applied Sciences Zwickau;https://howtoabroad.com/university-of-applied-sciences-zwickau/;Master;Master;Zwickau;Trinational Master: Regional and European Project Management;;English, French;;;;;None;;Winter;30-Jun;;4 semesters;https://www.fh-zwickau.de/english/study/incomings/courses-of-study/regional-and-european-project-management-trinational-masters/;https://www.fh-zwickau.de/english/study/incomings/application/;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/University-of-Applied-Sciences-Zwickau-2.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4753/;11-June;Saxony;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de;https://uni-tuebingen.de/studium/studienorganisation/beitraege-und-gebuehren/;;undergraduate;;;For more information on course contents and course organisation, see our course flyer:;open admission;Students are advised to commence studies in the winter semester.;;https://uni-tuebingen.de/studium/bewerbung-und-immatrikulation/;;;;;;;;
1262;390;34;University of Duisburg-Essen;https://howtoabroad.com/university-of-duisburg-essen/;Master;Master;Duisburg;Urban Culture, Society and Space (MA);;English, German;;;;;None;;Winter;NA;;4 semesters;https://www.uni-due.de/studienangebote/studiengang.php?id=104;NA Currently;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/09/University-of-Duisburg-Essen.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4197/;11-June;North Rhine-Westphalia;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de / u02-info@uni-tuebingen.de;https://uni-tuebingen.de/de/110447;;graduate;;The Bachelor of Education in Catholic Theology course prepares students for religious instruction within the framework of teaching at grammar schools. It conveys the subject-related scientific prerequisites with regard to content such as Methods of Theology as well as key competencies for tapping and conveying the basic content of the Christian faith.;Earlier application deadline of 15 May!;open admission;"A formal application required.
Deviating application deadline of 15 May!";;;;;;;;;;
1263;130;5;University of Gottingen;https://howtoabroad.com/university-of-gottingen/;Bachelor;Bachelor;Göttingen;World Literature (BSc);6 (For Literature);English, German;;;;;None;;Winter;15-Jul;;6 semesters;https://www.uni-goettingen.de/en/640678.html;https://www.uni-goettingen.de/en/46792.html;https://i0.wp.com/howtoabroad.com/wp-content/uploads/2021/04/University-of-Gottingen.jpg;Arya;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5208/;11-June;Lower Saxony;;;;;;July 2022 (EU), July 2022 (Non-EU);international.office@uni-tuebingen.de / zsb@uni-tuebingen.de;https://uni-tuebingen.de/studium/studienorganisation/beitraege-und-gebuehren/;;undergraduate;;;For more information on course contents and course organisation, see our course flyer:;open admission;Only for prospective candidates for the priesthood. Students are advised to commence their studies in the winter semester.;;https://uni-tuebingen.de/studium/bewerbung-und-immatrikulation/;;;;;;;;
