World Ranking;Germany Ranking;University Name;Course Type;City;Course Name;Course Germany Ranking;Teaching language;Tution Fee (Per semester);Beginning Semester;Duration;Go to course website;Submit application to
663;48;"<a href=""https://howtoabroad.com/hannover-medical-school/"" title=""Hannover Medical School  "" target=""_blank"" rel=""noopener"">Hannover Medical School  </a>";PhD / Doctorate;;PhD Programme Auditory Sciences;;English;;Any time;6 semesters;;
663;48;"<a href=""https://howtoabroad.com/hannover-medical-school/"" title=""Hannover Medical School  "" target=""_blank"" rel=""noopener"">Hannover Medical School  </a>";PhD / Doctorate;;MD/PhD Programme: Molecular Medicine;28 (For Molecular Biology);English;;Winter semester;6 semesters;;
663;48;"<a href=""https://howtoabroad.com/hannover-medical-school/"" title=""Hannover Medical School  "" target=""_blank"" rel=""noopener"">Hannover Medical School  </a>";PhD / Doctorate;;PhD Programme in Epidemiology;24 (For Epidemiology);English;;Winter semester, Summer semester;6 semesters;;
663;48;"<a href=""https://howtoabroad.com/hannover-medical-school/"" title=""Hannover Medical School  "" target=""_blank"" rel=""noopener"">Hannover Medical School  </a>";PhD / Doctorate;;PhD Programme: Regenerative Sciences;;English;;Winter semester;6 semesters;;
673;49;"<a href=""https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/"" title=""Technische Universität Kaiserslautern"" rel=""noopener"" target=""_blank"">Technische Universität Kaiserslautern</a>";Master's degree;;Financial Engineering;;English;1.990,00;Winter;6 semesters;;
673;49;"<a href=""https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/"" title=""Technische Universität Kaiserslautern"" rel=""noopener"" target=""_blank"">Technische Universität Kaiserslautern</a>";Master's degree;;Master of Science in Commercial Vehicle Technology;;German,English;none;Winter;4 semesters;;
673;49;"<a href=""https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/"" title=""Technische Universität Kaiserslautern"" rel=""noopener"" target=""_blank"">Technische Universität Kaiserslautern</a>";Master's degree;;European Master in Embedded Computing Systems (EMECS);;English;;Winter;4 semesters;;
673;49;"<a href=""https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/"" title=""Technische Universität Kaiserslautern"" rel=""noopener"" target=""_blank"">Technische Universität Kaiserslautern</a>";Master's degree;;Master's in Biology - Specialisation Molecular Cell Biology (MCB);49 (For Molecular Biology);English;none;Winter, Summer;6 semesters;;
673;49;"<a href=""https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/"" title=""Technische Universität Kaiserslautern"" rel=""noopener"" target=""_blank"">Technische Universität Kaiserslautern</a>";PhD / Doctorate;;Integrated Graduate College of the SFB/Transregio 185 (Bonn-Kaiserslautern): Open System Control of Atomic and Photonic Matter (OSCAR);43 (For Atomic Physics);English;;Any time;8 semesters;;
673;49;"<a href=""https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/"" title=""Technische Universität Kaiserslautern  "" target=""_blank"" rel=""noopener"">Technische Universität Kaiserslautern  </a>";Master's degree;;Financial Engineering;;;;;;;
673;49;"<a href=""https://howtoabroad.com/technical-university-of-kaiserslautern-tuk/"" title=""Technische Universität Kaiserslautern  "" target=""_blank"" rel=""noopener"">Technische Universität Kaiserslautern  </a>";PhD / Doctorate;;PhD in Computer Science;38 ( computer science );English;;Winter semester, Summer semester;6 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Agricultural Sciences in the Tropics and Subtropics (AgriTropics);2 (For Agricultural Science);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Bioeconomy;26 (For Biology);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Crop Sciences;26 (For Biology);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Earth and Climate System Science;26 (For Biology);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Environmental Protection and Agricultural Food Production (EnviroFood);2 (For Agricultural Science);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Environmental Science - Soil, Water and Biodiversity (EnvEuro);26 (For Biology), 12 (For Environmental Sciences);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Food Biotechnology;1 (For Biotechnology), 1 (For Food Science);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Food Science and Engineering;1 (For Food Science);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Landscape Ecology (LandEcol);25 (For Ecology);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Master Food Systems;1 (For Food Science);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Master of Science in Economics;25 (For Economics);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Master of Science in International Business and Economics (IBE);22 (For International Business), 25 (For Economics);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";Master's degree;;Organic Agriculture and Food Systems (EUR-Organic);1 (For Food Science);English;varied;Winter;4 semesters;;
695;50;"<a href=""https://howtoabroad.com/university-of-hohenheim/"" title=""University of Hohenheim"" rel=""noopener"" target=""_blank"">University of Hohenheim</a>  ";PhD / Doctorate;;International PhD Programme for Agricultural Economics, Bioeconomy and Rural Development (IPPAE);3 (For Agricultural Economics);English;;Winter semester;6 semesters;;
698;51;"<a href=""https://howtoabroad.com/university-of-kassel/"" title=""University of Kassel"" rel=""noopener"" target=""_blank"">University of Kassel</a>  ";Master's degree;;Electrical Communication Engineering (MSc);19 (For Electrical Engineering );English;none;Winter, Summer;3 semesters;;
698;51;"<a href=""https://howtoabroad.com/university-of-kassel/"" title=""University of Kassel"" rel=""noopener"" target=""_blank"">University of Kassel</a>  ";Master's degree;;European Master in Business Studies (EMBS);;English;1.250,00;Winter;4 semesters;;
698;51;"<a href=""https://howtoabroad.com/university-of-kassel/"" title=""University of Kassel"" rel=""noopener"" target=""_blank"">University of Kassel</a>  ";Master's degree;;German Language and Literature (binational);NA;German;none;Winter, Summer;4 semesters;;
698;51;"<a href=""https://howtoabroad.com/university-of-kassel/"" title=""University of Kassel"" rel=""noopener"" target=""_blank"">University of Kassel</a>  ";Master's degree;;Labour Policies and Globalisation;;English;none;Winter;2 semesters;;
698;51;"<a href=""https://howtoabroad.com/university-of-kassel/"" title=""University of Kassel"" rel=""noopener"" target=""_blank"">University of Kassel</a>  ";Master's degree;;Master of Arts in German as a Foreign and Second Language (Master DaFZ);;German;none;Winter;4 semesters;;
698;51;"<a href=""https://howtoabroad.com/university-of-kassel/"" title=""University of Kassel"" rel=""noopener"" target=""_blank"">University of Kassel</a>  ";Master's degree;;MSc Renewable Energy and Energy Efficiency for the Middle East and North Africa (MENA) Region (REMENA);9 (For Renewable Energy);English;2.500,00;Winter, Summer;4 semesters;;
698;51;"<a href=""https://howtoabroad.com/university-of-kassel/"" title=""University of Kassel"" rel=""noopener"" target=""_blank"">University of Kassel</a>  ";Master's degree;;Online MSc Wind Energy Systems;;English;2.000,00;Winter;7 semesters;;
698;51;"<a href=""https://howtoabroad.com/university-of-kassel/"" title=""University of Kassel"" rel=""noopener"" target=""_blank"">University of Kassel</a>  ";Master's degree;;Nanoscience (MSc);49 (For Nanotechnology);English,German;none;Winter, Summer;4 semesters;;
698;51;"<a href=""https://howtoabroad.com/university-of-kassel/"" title=""University of Kassel"" rel=""noopener"" target=""_blank"">University of Kassel</a>  ";Master's degree;;Nanoscience (MSc);49 (For Nanotechnology);English,German;varied;Winter;4 semesters;;
698;51;"<a href=""https://howtoabroad.com/trier-university/"" title=""Trier University"" target=""_blank"" rel=""noopener"">Trier University</a>";Master's degree;;Online MSc Wind Energy Systems;;;;;;;
722;52;"<a href=""https://howtoabroad.com/trier-university/"" title=""Trier University"" target=""_blank"" rel=""noopener"">Trier University</a>";Master's degree;;MA German as a Second and Foreign Language / Master of Arts Deutsch als Zweit- und Fremdsprache;;German;none;Winter, Summer;4 semesters;;
742;53;"<a href=""https://howtoabroad.com/university-of-oldenburg/"" title=""University of Oldenburg"" target=""_blank"" rel=""noopener"">University of Oldenburg</a>";Master's degree;;Engineering of Socio-Technical Systems;;English;none;Winter;4 semesters;;
742;53;"<a href=""https://howtoabroad.com/university-of-oldenburg/"" title=""University of Oldenburg"" target=""_blank"" rel=""noopener"">University of Oldenburg</a>";Master's degree;;Postgraduate Programme Renewable Energy (MSc);5 (For Renewable Energy);English;1.000,00;Winter;4 semesters;;
742;53;"<a href=""https://howtoabroad.com/university-of-oldenburg/"" title=""University of Oldenburg"" target=""_blank"" rel=""noopener"">University of Oldenburg</a>";Master's degree;;Water and Coastal Management;;English;varied;Winter;4 semesters;;
742;53;"<a href=""https://howtoabroad.com/university-of-oldenburg/"" title=""University of Oldenburg"" target=""_blank"" rel=""noopener"">University of Oldenburg</a>";Master's degree;;Master of Science in Engineering Physics;" 56 (For Physics)";German,English;none;Winter, Summer;4 semesters;;
742;53;"<a href=""https://howtoabroad.com/university-of-oldenburg/"" title=""University of Oldenburg"" target=""_blank"" rel=""noopener"">University of Oldenburg</a>";Master's degree;;European Wind Energy Master (EWEM);;English;;Winter;4 semesters;;
742;53;"<a href=""https://howtoabroad.com/university-of-oldenburg/"" title=""University of Oldenburg"" target=""_blank"" rel=""noopener"">University of Oldenburg</a>";Master's degree;;Master of Arts in Management of Technology Enhanced Learning;;English;;Winter, Summer;5 semesters;;
742;53;"<a href=""https://howtoabroad.com/university-of-oldenburg/"" title=""University of Oldenburg"" target=""_blank"" rel=""noopener"">University of Oldenburg</a>";Bachelor's degree;;Bachelor of Engineering in Engineering Physics;" 56 (For Physics)";German,English;none;Winter;6 semesters;;
742;53;"<a href=""https://howtoabroad.com/university-of-oldenburg/"" title=""University of Oldenburg"" target=""_blank"" rel=""noopener"">University of Oldenburg</a>";Bachelor's degree;;Comparative and European Law (Hanse Law School);;German,English;none;Winter;8 semesters;;
742;53;"<a href=""https://howtoabroad.com/university-of-oldenburg/"" title=""University of Oldenburg"" target=""_blank"" rel=""noopener"">University of Oldenburg</a>";PhD / Doctorate;;Joint Research Academy in Biomedical Engineering and Science of Hearing and Sensory Systems;51 (For Biology);English;;Winter semester, Summer semester;6 semesters;;
742;53;"<a href=""https://howtoabroad.com/university-of-oldenburg/"" title=""University of Oldenburg"" target=""_blank"" rel=""noopener"">University of Oldenburg</a>";PhD / Doctorate;;Research Training Group Molecular Basis of Sensory Biology;51 (For Molecular Biology);English;;Any time;6 semesters;;
772;54;"<a href=""https://howtoabroad.com/osnabruck-university/"" title=""Osnabrück University"" rel=""noopener"" target=""_blank"">Osnabrück University</a>";Master's degree;;Nanoscience - Materials, Molecules and Cells;;English;none;Winter;4 semesters;;
772;54;"<a href=""https://howtoabroad.com/osnabruck-university/"" title=""Osnabrück University"" rel=""noopener"" target=""_blank"">Osnabrück University</a>";Master's degree;;English and American Studies;;German,English;none;Winter, Summer;4 semesters;;
772;54;"<a href=""https://howtoabroad.com/osnabruck-university/"" title=""Osnabrück University"" rel=""noopener"" target=""_blank"">Osnabrück University</a>";Bachelor's degree;;Cognitive Science (BSc);36 (For Cognitive Science);German,English;none;Winter;6 semesters;;
772;54;"<a href=""https://howtoabroad.com/osnabruck-university/"" title=""Osnabrück University"" rel=""noopener"" target=""_blank"">Osnabrück University</a>";PhD / Doctorate;;Master of Science(Physics);;English;none;Winter, Summer;4 semesters;;
772;54;"<a href=""https://howtoabroad.com/osnabruck-university/"" title=""Osnabrück University  "" target=""_blank"" rel=""noopener"">Osnabrück University  </a>";PhD / Doctorate;;Cognitive Science PhD Programme;36 (For Cognitive Science);English;;Winter semester, Summer semester;6 semesters;;
777;55;"<a href=""https://howtoabroad.com/university-of-paderborn/"" title=""Paderborn University"" target=""_blank"" rel=""noopener"">Paderborn University</a>";Master's degree;;Master of Science in Applied Neurosciences in Sports & Exercise;46 (For Sports Medicine);English;none;Winter;4 semesters;;
795;56;"<a href=""https://howtoabroad.com/technical-university-of-chemnitz/"" title=""Technical University of Chemnitz"" rel=""noopener"" target=""_blank"">Technical University of Chemnitz</a> ";Master's degree;;Web Engineering;42 (For Web Design and Development);English;none;Winter;4 semesters;;
795;56;"<a href=""https://howtoabroad.com/technical-university-of-chemnitz/"" title=""Technical University of Chemnitz"" rel=""noopener"" target=""_blank"">Technical University of Chemnitz</a> ";Master's degree;;Textile Structures and Technologies;;German,English;none;Winter;4 semesters;;
795;56;"<a href=""https://howtoabroad.com/technical-university-of-chemnitz/"" title=""Technical University of Chemnitz"" rel=""noopener"" target=""_blank"">Technical University of Chemnitz</a> ";Bachelor's degree;;Master of Science in Information and Communication Systems;;English;none;Winter;4 semesters;;
904;59;"<a href=""https://howtoabroad.com/the-university-of-siegen/"" title=""University of Siegen"" target=""_blank"" rel=""noopener"">University of Siegen</a>";Master's degree;;International Master's Programme in Nanoscience and Nanotechnology;57 (For Nanotechnology);English;none;Winter;4 semesters;;
904;59;"<a href=""https://howtoabroad.com/the-university-of-siegen/"" title=""University of Siegen"" target=""_blank"" rel=""noopener"">University of Siegen</a>";Master's degree;;Roads to Democracies - Historical and Contemporary Perspectives on Politics and Culture;;English;none;Winter;4 semesters;;
904;59;"<a href=""https://howtoabroad.com/the-university-of-siegen/"" title=""University of Siegen"" target=""_blank"" rel=""noopener"">University of Siegen</a>";Master's degree;;Entrepreneurship and SME Management;6 (For Entrepreneurship);English,German;none;Winter, Summer;4 semesters;;
904;59;"<a href=""https://howtoabroad.com/the-university-of-siegen/"" title=""University of Siegen"" target=""_blank"" rel=""noopener"">University of Siegen</a>";Master's degree;;Master of Law of the Globalised Economy;58 (For Economics);German,English;none;Winter;4 semesters;;
948;60;"<a href=""https://howtoabroad.com/university-of-augsburg/"" title=""University of Augsburg"" target=""_blank"" rel=""noopener"">University of Augsburg</a>";Master's degree;;English and American Studies;;English;none;Winter, Summer;4 semesters;;
948;60;"<a href=""https://howtoabroad.com/university-of-augsburg/"" title=""University of Augsburg"" target=""_blank"" rel=""noopener"">University of Augsburg</a>";Master's degree;;International Master's Programme in Mathematical Analysis and Modelling;;English;none;Winter;4 semesters;;
1128;61;"<a href=""https://howtoabroad.com/tu-bergakademie-freiberg/"" title=""TU Bergakademie Freiberg"" rel=""noopener"" target=""_blank"">TU Bergakademie Freiberg</a> ";Master's degree;;Advanced Materials Analysis;;English;none;Winter;4 semesters;;
1128;61;"<a href=""https://howtoabroad.com/tu-bergakademie-freiberg/"" title=""TU Bergakademie Freiberg"" target=""_blank"" rel=""noopener"">TU Bergakademie Freiberg</a>";Master's degree;;EMerald Master's Course in Resources Engineering;;English;varied;Winter;4 semesters;;
1128;61;"<a href=""https://howtoabroad.com/tu-bergakademie-freiberg/"" title=""TU Bergakademie Freiberg"" target=""_blank"" rel=""noopener"">TU Bergakademie Freiberg</a>";Master's degree;;International Master of Science in Sustainable and Innovative Natural Resource Management (SINReM);36 (For Hydrology and Water resources management);English;varied;Winter;4 semesters;;
1128;61;"<a href=""https://howtoabroad.com/tu-bergakademie-freiberg/"" title=""TU Bergakademie Freiberg"" target=""_blank"" rel=""noopener"">TU Bergakademie Freiberg</a>";Master's degree;;International Master's in Geoscience;18 (For Earth science and Geophysics);English;none;Winter;4 semesters;;
1128;61;"<a href=""https://howtoabroad.com/tu-bergakademie-freiberg/"" title=""TU Bergakademie Freiberg"" target=""_blank"" rel=""noopener"">TU Bergakademie Freiberg</a>";Master's degree;;MBA International Business in Developing and Emerging Markets (IBDEM);;English;none;Winter;4 semesters;;
1128;61;"<a href=""https://howtoabroad.com/tu-bergakademie-freiberg/"" title=""TU Bergakademie Freiberg"" target=""_blank"" rel=""noopener"">TU Bergakademie Freiberg</a>";Master's degree;;MBA International Management of Resources & Environment (IMRE);;English;none;Winter;4 semesters;;
1128;61;"<a href=""https://howtoabroad.com/tu-bergakademie-freiberg/"" title=""TU Bergakademie Freiberg"" target=""_blank"" rel=""noopener"">TU Bergakademie Freiberg</a>";Master's degree;;Technology and Application of Inorganic Engineering Materials;;English;none;Winter;4 semesters;;
1128;61;"<a href=""https://howtoabroad.com/tu-bergakademie-freiberg/"" title=""TU Bergakademie Freiberg"" target=""_blank"" rel=""noopener"">TU Bergakademie Freiberg</a>";Master's degree;;International Master of Science in Advanced Mineral Resources Development (AMRD);;English;;Winter;4 semesters;;
1135;62;"<a href=""https://howtoabroad.com/technical-university-darmstadt/"" title=""Hochschule Darmstadt University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Darmstadt University of Applied Sciences</a>";Master's degree;;Expanded Media;;English;none;Winter, Summer;3 semesters;;
1135;62;"<a href=""https://howtoabroad.com/technical-university-darmstadt/"" title=""Hochschule Darmstadt University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Darmstadt University of Applied Sciences</a>";Master's degree;;Master in International Media Cultural Work (IMC);;English;none;Winter, Summer;4 semesters;;
1135;62;"<a href=""https://howtoabroad.com/technical-university-darmstadt/"" title=""Hochschule Darmstadt University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Darmstadt University of Applied Sciences</a>";Master's degree;;Master of Business Administration (MBA);;English;5.950,00;Winter;4 semesters;;
1135;62;"<a href=""https://howtoabroad.com/technical-university-darmstadt/"" title=""Hochschule Darmstadt University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Darmstadt University of Applied Sciences</a>";Bachelor's degree;;Electrical Engineering and Information Technology - International Master of Science;10 (For Electrical Engineering ), 5 (For Information Technology);English;none;Winter;4 semesters;;
1135;62;"<a href=""https://howtoabroad.com/technical-university-darmstadt/"" title=""Hochschule Darmstadt University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Darmstadt University of Applied Sciences</a>";Bachelor's degree;;Expanded Realities (BA);;English;none;Winter;7 semesters;;
1135;62;"<a href=""https://howtoabroad.com/technical-university-darmstadt/"" title=""Hochschule Darmstadt University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Darmstadt University of Applied Sciences</a>";Bachelor's degree;;Motion Pictures;;German,English;none;Winter;7 semesters;;
1159;63;"<a href=""https://howtoabroad.com/hamburg-university-of-technology/"" title=""Hamburg University of Technology"" target=""_blank"" rel=""noopener"">Hamburg University of Technology</a>";Master's degree;;Chemical and Bioprocess Engineering;63 (For Biology);English;none;Winter;4 semesters;;
1159;63;"<a href=""https://howtoabroad.com/hamburg-university-of-technology/"" title=""Hamburg University of Technology"" target=""_blank"" rel=""noopener"">Hamburg University of Technology</a>";Master's degree;;Environmental Engineering;7 (For Environmental Engineering);English;none;Winter;4 semesters;;
1159;63;"<a href=""https://howtoabroad.com/hamburg-university-of-technology/"" title=""Hamburg University of Technology"" target=""_blank"" rel=""noopener"">Hamburg University of Technology</a>";Master's degree;;Information and Communication Systems;;English;none;Winter;4 semesters;;
1159;63;"<a href=""https://howtoabroad.com/hamburg-university-of-technology/"" title=""Hamburg University of Technology"" target=""_blank"" rel=""noopener"">Hamburg University of Technology</a>";Master's degree;;Microelectronics and Microsystems;;English;none;Winter;4 semesters;;
1159;63;"<a href=""https://howtoabroad.com/hamburg-university-of-technology/"" title=""Hamburg University of Technology"" target=""_blank"" rel=""noopener"">Hamburg University of Technology</a>";Master's degree;;Mechanical Engineering and Management;45 (For Mechanical Engineering);German,English;none;Winter;4 semesters;;
1159;63;"<a href=""https://howtoabroad.com/hamburg-university-of-technology/"" title=""Hamburg University of Technology"" target=""_blank"" rel=""noopener"">Hamburg University of Technology</a>";Master's degree;;Mechatronics;;German,English;none;Winter;4 semesters;;
1159;63;"<a href=""https://howtoabroad.com/northern-institute-of-technology-management/"" title=""NIT Northern Institute of Technology Management"" target=""_blank"" rel=""noopener"">NIT Northern Institute of Technology Management</a>";Master's degree;;MBA | MA in Technology Management;;English;varied;Winter;4 semesters;;
1176;64;"<a href=""https://howtoabroad.com/technical-university-of-ilmenau/"" title=""Technische Universität Ilmenau"" target=""_blank"" rel=""noopener"">Technische Universität Ilmenau</a>";Master's degree;;Master of Science Biomedical Engineering;64 (For Biology);German;none;Winter, Summer;3 semesters;;
1176;64;"<a href=""https://howtoabroad.com/technical-university-of-ilmenau/"" title=""Technische Universität Ilmenau"" target=""_blank"" rel=""noopener"">Technische Universität Ilmenau</a>";Master's degree;;Materials Science / Werkstoffwissenschaft / Ingenieria y Ciencias de los Materiales;50 (For Materials Science);German,Spanish;none;Winter, Summer;4 semesters;;
1176;64;"<a href=""https://howtoabroad.com/technical-university-of-ilmenau/"" title=""Technische Universität Ilmenau"" target=""_blank"" rel=""noopener"">Technische Universität Ilmenau</a>";Bachelor's degree;;Bachelor of Science Biomedical Engineering;44 (For Biomedical Engineering);German,English;none;Summer;7 semesters;;
1186;65;"<a href=""https://howtoabroad.com/?s=Hochschule+Hannover+-+University+of+Applied+Sciences+and+Arts"" title=""Hochschule Hannover - University of Applied Sciences and Arts"" target=""_blank"" rel=""noopener"">Hochschule Hannover - University of Applied Sciences and Arts</a>";Bachelor's degree;;Health Information Management, Bachelor of Science (Bilingual);;German,English;none;Winter, Summer;8 semesters;;
1186;65;"<a href=""https://howtoabroad.com/?s=Hochschule+Hannover+-+University+of+Applied+Sciences+and+Arts"" title=""Hochschule Hannover - University of Applied Sciences and Arts"" target=""_blank"" rel=""noopener"">Hochschule Hannover - University of Applied Sciences and Arts</a>";Bachelor's degree;;Information Management, Bachelor of Arts (Bilingual);;German,English;none;Winter, Summer;8 semesters;;
1192;66;"<a href=""https://howtoabroad.com/technical-university-of-clausthal/"" title=""Clausthal University of Technology"" target=""_blank"" rel=""noopener"">Clausthal University of Technology</a>";Master's degree;;Mining Engineering (MSc);NA;English;none;Winter, Summer;4 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Master's degree;;Master of Arts in Development Studies;NA;English;none;Winter;4 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Master's degree;;Master of Laws in German Law for Foreign Graduates;45 (For Law);German;none;Winter;2 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Master's degree;;Master of Science in Business Administration;61 (For Business);German;none;Winter, Summer;4 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Bachelor's degree;;Bachelor of Arts in Governance and Public Policy;;German;none;Winter;6 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Master's degree;;Master of Arts in European Studies;;German,English;none;Winter, Summer;4 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Master's degree;;Master of Arts in International Cultural and Business Studies;40 (For International Business);German,English;none;Winter, Summer;4 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Master's degree;;Master of Laws in German and Russian Law;45 (For Law);German,Russian;none;Winter;4 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Bachelor's degree;;Bachelor of Arts in European Studies / Bachelor of Arts in European Studies (Major);;German,English;none;Winter, Summer;6 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Bachelor's degree;;Bachelor of Arts in International Cultural and Business Studies;40 (For International Business);German,English;none;Winter;6 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Bachelor's degree;;Business administration and Economics;60 (For Economics);German;none;Winter;6 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Master's degree;;Governance and Public policy;;German;none;Winter, Summer;4 semesters;;
1216;67;"<a href=""https://howtoabroad.com/university-of-passau/"" title=""University of Passau"" target=""_blank"" rel=""noopener"">University of Passau</a>";Master's degree;;Master of Science in Computer Science;51 ( computer science );English;none;Winter, Summer;4 semesters;;
1295;68;"<a href=""https://howtoabroad.com/bauhaus-university-weimar/"" title=""Bauhaus-Universität Weimar"" rel=""noopener"" target=""_blank"">Bauhaus-Universität Weimar</a>";Master's degree;;Digital Engineering;;English;none;Winter, Summer;4 semesters;;
1295;68;"<a href=""https://howtoabroad.com/bauhaus-university-weimar/"" title=""Bauhaus-Universität Weimar"" rel=""noopener"" target=""_blank"">Bauhaus-Universität Weimar</a>";Master's degree;;European Urban Studies (EUS);;English;none;Winter;4 semesters;;
1295;68;"<a href=""https://howtoabroad.com/bauhaus-university-weimar/"" title=""Bauhaus-Universität Weimar"" rel=""noopener"" target=""_blank"">Bauhaus-Universität Weimar</a>";Master's degree;;Integrated Urban Development and Design;37 (For Art and Design);English;varied;Winter;4 semesters;;
1295;68;"<a href=""https://howtoabroad.com/bauhaus-university-weimar/"" title=""Bauhaus-Universität Weimar"" rel=""noopener"" target=""_blank"">Bauhaus-Universität Weimar</a>";Master's degree;;Natural Hazards and Risks in Structural Engineering (NHRE);15 (For Structural Engineering);English;none;Winter;4 semesters;;
1295;68;"<a href=""https://howtoabroad.com/bauhaus-university-weimar/"" title=""Bauhaus-Universität Weimar"" rel=""noopener"" target=""_blank"">Bauhaus-Universität Weimar</a>";Master's degree;;Public Art and New Artistic Strategies (MFA);;English;none;Winter;4 semesters;;
1295;68;"<a href=""https://howtoabroad.com/bauhaus-university-weimar/"" title=""Bauhaus-Universität Weimar"" rel=""noopener"" target=""_blank"">Bauhaus-Universität Weimar</a>";Master's degree;;MediaArchitecture;;German,English;none;Winter;4 semesters;;
1295;68;"<a href=""https://howtoabroad.com/bauhaus-university-weimar/"" title=""Bauhaus-Universität Weimar"" rel=""noopener"" target=""_blank"">Bauhaus-Universität Weimar</a>";Master's degree;;MSc Photovoltaics Engineering Science;;English;none;Winter, Summer;3 semesters;;
