_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,Course Name,Course World Ranking,Teaching language,_language Req.,_Admission without IELTS/TOFEL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine,Duration,Go to course website,Submit application to,_Daad SIte,Updated By,Checked By,Post writing ,Comment
1055,4518,177,Deggendorf Institute of Technology,<a href="https://howtoabroad.com/deggendorf-institute-of-technology-2/" title="Deggendorf Institute of Technology" target="_blank" >Deggendorf Institute of Technology</a>",Bachelor's degree,Industrial Engineering (BEng),,English,,,,,none,Winter,,7 semesters,<a href="https://mathcs.uni-saarland.de/master_en.html" title="Mathematics and Computer Science (MSc)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://oas.cs.uni-saarland.de/index.php?authorsInstructions=1" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4668/,,,Phase 2,
787,4518,177,Deggendorf Institute of Technology,<a href="https://howtoabroad.com/deggendorf-institute-of-technology-2/" title="Deggendorf Institute of Technology" target="_blank" >Deggendorf Institute of Technology</a>",Master's degree,Medical Informatics (MSc),,English,,,,,none,Winter,,3 semesters,<a href="https://meeag.uni-trier.de/" title="Master of Arts in European and East Asian Governance" target="_blank" rel="noopener">Go to course website</a>,<a href="https://porta-system.uni-trier.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4600/,,,,
1054,4518,177,Deggendorf Institute of Technology,<a href="https://howtoabroad.com/deggendorf-institute-of-technology-2/" title="Deggendorf Institute of Technology" target="_blank" >Deggendorf Institute of Technology</a>",Bachelor's degree,Health Informatics (BSc),,English,,,,,none,Winter,,7 semesters,<a href="https://meinstudium.fau.de/studienangebot/advanced-materials-and-processes-msc-hons/" title="MSc Advanced Materials and Processes (MAP)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.eu/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4822/,,,,
1254,4518,177,Deggendorf Institute of Technology,<a href="https://howtoabroad.com/deggendorf-institute-of-technology-2/" title="Deggendorf Institute of Technology" target="_blank" >Deggendorf Institute of Technology</a>",Master's degree,Strategic and International Management (MA),,German&English,,,,,none,Summer,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/advanced-signal-processing-communications-engineering-msc/" title="Advanced Signal Processing and Communications Engineering MSc" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.asc.studium.fau.de/prospective-students/application/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4292/,,,,
1371,4518,177,Deggendorf Institute of Technology,<a href="https://howtoabroad.com/deggendorf-institute-of-technology-2/" title="Deggendorf Institute of Technology" target="_blank" >Deggendorf Institute of Technology</a>",Bachelor's degree,International Tourism Management / Health & Medical Tourism (BA),,English&German,,,,,none,Winter,,7 semesters,<a href="https://meinstudium.fau.de/studienangebot/chemie-und-bioingenieurwesen-msc/" title="MSc Chemical and Biological Engineering (CBI)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4595/,,,,
1413,4518,177,Deggendorf Institute of Technology,<a href="https://howtoabroad.com/deggendorf-institute-of-technology-2/" title="Deggendorf Institute of Technology" target="_blank" >Deggendorf Institute of Technology</a>",PhD / Doctorate,,,English,,,,,none,Winter,,7 semesters,<a href="https://meinstudium.fau.de/studienangebot/communications-und-multimedia-engineering-msc/" title="Communications and Multimedia Engineering (CME)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://meinstudium.fau.de/studienangebot/communications-und-multimedia-engineering-msc/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3832/,,,,
1415,4518,177,Deggendorf Institute of Technology,<a href="https://howtoabroad.com/deggendorf-institute-of-technology-2/" title="Deggendorf Institute of Technology" target="_blank" >Deggendorf Institute of Technology</a>",Master's degree,,,English,,,,,none,Winter,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/computational-engineering-msc/" title="Computational Engineering (CE)"," MSc" target="_blank" rel="noopener">Go to course website</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6399/,,,,
410,4518,177,Deggendorf Institute of Technology,<a href="https://howtoabroad.com/deggendorf-institute-of-technology-2/" title="Deggendorf Institute of Technology" target="_blank" >Deggendorf Institute of Technology</a>",Master's degree,International Tourism Development (MA),,English,,,,,none,Summer,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/economics-msc/" title="Master of Science in Economics" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4601/,,,Phase 5,
540,4518,177,Deggendorf Institute of Technology,<a href="https://howtoabroad.com/deggendorf-institute-of-technology-2/" title="Deggendorf Institute of Technology" target="_blank" >Deggendorf Institute of Technology</a>",Master's degree,Master of Healthy and Sustainable Buildings (MEng),,English,,,,,none,Summer,,4 semesters,<a href="https://meinstudium.fau.de/studienangebot/economics-msc/" title="Master of Science in Economics" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5623/,,,Phase 5,
781,4518,177,Deggendorf Institute of Technology,<a href="https://howtoabroad.com/deggendorf-institute-of-technology-2/" title="Deggendorf Institute of Technology" target="_blank" >Deggendorf Institute of Technology</a>",Master's degree,Mechatronic and Cyber-Physical Systems (MEng),,English,,,,,none,Winter& Summer,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/english-studies-ma/" title="MA English Studies" target="_blank" rel="noopener">Go to course website</a>,<a href="http://www.campo.fau.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5378/,,,Phase 5,
299,6578*,172*,Dresden International University,<a href="https://howtoabroad.com/dresden-international-university/" title="Dresden International University" target="_blank" >Dresden International University</a>,Master's degree,Industrial Management in Microelectronics (IMM)& MSc,,English,,,,,"8.900,00",Winter& Summer,,2 semesters,<a href="https://meinstudium.fau.de/studienangebot/ethik-der-textkulturen-ma/" title="Ethics of Textual Cultures" target="_blank" rel="noopener">Go to course website</a>,<a href="https://ethik-der-textkulturen.de/etk/bewerbung-kontakt/bewerbung/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6566/,,,,
423,6578*,172*,Dresden International University,<a href="https://howtoabroad.com/dresden-international-university/" title="Dresden International University" target="_blank" >Dresden International University</a>,Master's degree,Logistics (MBA),,English,,,,,"4.833,00",Winter& Summer,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/gerontologie-msc/" title="MSc Gerontology" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4731/,,,,
848,6578*,172*,Dresden International University,<a href="https://howtoabroad.com/dresden-international-university/" title="Dresden International University" target="_blank" >Dresden International University</a>,Master's degree,Non-Destructive Testing (MSc),,English,,,,,"4.800,00",Winter,,4 semesters,<a href="https://meinstudium.fau.de/studienangebot/human-rights-ma/" title="Master of Arts Human Rights" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.humanrights-master.fau.de/application/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4743/,,,,
876,6578*,172*,Dresden International University,<a href="https://howtoabroad.com/dresden-international-university/" title="Dresden International University" target="_blank" >Dresden International University</a>,Master's degree,Preventive Medicine (Master of Science& part-time programme),,English,,,,,"7.500,00",Winter,,4 semesters,<a href="https://meinstudium.fau.de/studienangebot/international-business-studies-bsc-de/" title="International Business Studies (BSc)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5359/,,,,
1012,2884,113,EBS University fur Wirtschaft und Recht,<a href="https://howtoabroad.com/ebs-university-for-business-and-law/" title="EBS Universität für Wirtschaft und Recht" target="_blank" >EBS Universität für Wirtschaft und Recht</a>,Bachelor's degree,Bachelor's in Business Studies (BSc),,English,,,,,"6.950,00",Winter& Summer,,6 semesters,<a href="https://meinstudium.fau.de/studienangebot/international-economic-studies-bsc-2/" title="International Economic Studies (BSc)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4080/,,,,
1385,2884,113,EBS University fur Wirtschaft und Recht,<a href="https://howtoabroad.com/ebs-university-for-business-and-law/" title="EBS Universität für Wirtschaft und Recht" target="_blank" >EBS Universität für Wirtschaft und Recht</a>,Master's degree,Durham University & EBS Universität Executive MBA,,English,,,,,"13.333,00",,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/international-information-systems-msc/" title="MSc International Information Systems (IIS)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3953/,,,,
1387,2884,113,EBS University fur Wirtschaft und Recht,<a href="https://howtoabroad.com/ebs-university-for-business-and-law/" title="EBS Universität für Wirtschaft und Recht" target="_blank" >EBS Universität für Wirtschaft und Recht</a>,Master's degree,Master of Business Administration (full-time),,English,,,,,"7.833,00",,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/lexikographie-ma/" title="European Master in Lexicography / Europ�ischer Master f�r Lexikographie" target="_blank" rel="noopener">Go to course website</a>,Email to : emlex-erasmusmundus@fau.de,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3954/,,,,
1388,2884,113,EBS University fur Wirtschaft und Recht,<a href="https://howtoabroad.com/ebs-university-for-business-and-law/" title="EBS Universität für Wirtschaft und Recht" target="_blank" >EBS Universität für Wirtschaft und Recht</a>,Master's degree,Master's in Automotive Management (MSc),,English,,,,,"7.950,00",,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/medizintechnik-msc/" title="Medical Engineering � Branches of Study: Medical Image and Data Processing"," Health and Medical Data Analytics & Entrepreneurship" target="_blank" rel="noopener">Go to course website</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4168/,,,,
1389,2884,113,EBS University fur Wirtschaft und Recht,<a href="https://howtoabroad.com/ebs-university-for-business-and-law/" title="EBS Universität für Wirtschaft und Recht" target="_blank" >EBS Universität für Wirtschaft und Recht</a>,Master's degree,Master's in Finance (MSc),,English,,,,,"7.950,00",,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/molecular-science-msc/" title="MSc Molecular Science" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3955/,,,,
1390,2884,113,EBS University fur Wirtschaft und Recht,<a href="https://howtoabroad.com/ebs-university-for-business-and-law/" title="EBS Universität für Wirtschaft und Recht" target="_blank" >EBS Universität für Wirtschaft und Recht</a>,Master's degree,Master's in Management (MSc),,English,,,,,"7.950,00",,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/molekulare-medizin-msc/" title="MSc Molecular Medicine" target="_blank" rel="noopener">Go to course website</a>,<a href="http://www.campo.fau.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3938/,,,,
1391,2884,113,EBS University fur Wirtschaft und Recht,<a href="https://howtoabroad.com/ebs-university-for-business-and-law/" title="EBS Universität für Wirtschaft und Recht" target="_blank" >EBS Universität für Wirtschaft und Recht</a>,Master's degree,Master's in Real Estate (MSc),,English,,,,,"7.950,00",,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/physics-msc/" title="MSc Physics" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?chco=y" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3957/,,,,
229,3747,152,ESMT Berlin,<a href="https://howtoabroad.com/esmt-berlin/" title="ESMT Berlin" target="_blank" >ESMT Berlin</a>   "",Master's degree,Executive MBA (EMBA),,English,,,,,"19.167,00",Winter,,3 semesters,<a href="https://meinstudium.fau.de/studienangebot/the-americas-las-americas-ma/" title="MA The Americas/Las Am�ricas" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.campo.fau.de/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4135/,,,,
723,3747,152,ESMT Berlin,<a href="https://howtoabroad.com/esmt-berlin/" title="ESMT Berlin" target="_blank" >ESMT Berlin</a>   "",Master's degree,Master's in Management (MIM),,English,,,,,"7.375,00",Winter,,4 semesters,<a href="https://mib.htw-berlin.de/" title="Master in International Business (MIB)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://mib.htw-berlin.de/applying/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4464/,,,,
858,3747,152,ESMT Berlin,<a href="https://howtoabroad.com/esmt-berlin/" title="ESMT Berlin" target="_blank" >ESMT Berlin</a>   "",Master's degree,Part-time Master of Business Administration (Part-time MBA),,English,,,,,"9.500,00",Winter,,4 semesters,<a href="https://msingermany.co.in/technische-universitat-kaiserslautern-master-biology-specialisation-ecology/" title="Master Biology - Specialisation Ecology (Eco)" target="_blank" rel="noopener">Go to course website</a>,<a href="https://www.uni-kl.de/international/master/prospective-students/master-programs/master-programs-in-english/" title="Submit application" target="_blank" rel="noopener">Submit application</a>,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7075/,,,,
