_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,City,Course Name,Course Germany Ranking,Teaching language,_language Req.,_Admission without IELTS/TOEFL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine for winter,Application DeadLine for Summer,Duration,_Go to course website,Go to course website,_Submit application to,Submit application to,Post writing ,_Daad SIte,Updated By,Checked By,Comment,@
1516,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,Cell-Fate Decisions in the Immune System (DFG-SFB 1054 IRTG),1 (For Immunology),English,,,,,None,Any time,varied,varied,6 semesters,https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/sfb1054.html,"<a href=""https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/sfb1054.html"" title=""Cell-Fate Decisions in the Immune System (DFG-SFB 1054 IRTG)"" target=""_blank"">Go to course website</a>",https://www.sfb1054.med.uni-muenchen.de/open_positions1/index.html,"<a href=""https://www.sfb1054.med.uni-muenchen.de/open_positions1/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4495/,,,,
1519,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,Chromatin Dynamics (Integrated Research Training Group IRTG-SFB 1064),1 (For Biology),English,,,,,None,Any time,01-Mar,,8 semesters,https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/chromatin.html,"<a href=""https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/chromatin.html"" title=""Chromatin Dynamics (Integrated Research Training Group IRTG-SFB 1064)"" target=""_blank"">Go to course website</a>",https://www.sfb1064.med.uni-muenchen.de/now-hiring/index.html,"<a href=""https://www.sfb1064.med.uni-muenchen.de/now-hiring/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4481/,,,,
1525,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,Doctoral Programme Environment and Society,"1 (For Biology), 9 (For Environmental Sciences)",English,,,,,None,"Summer, Winter",15-May,15-Nov,6 semesters,https://www.proenviron.carsoncenter.uni-muenchen.de/program/index.html,"<a href=""https://www.proenviron.carsoncenter.uni-muenchen.de/program/index.html"" title=""Doctoral Programme Environment and Society"" target=""_blank"">Go to course website</a>",https://www.proenviron.carsoncenter.uni-muenchen.de/program/bewerbung/index.html,"<a href=""https://www.proenviron.carsoncenter.uni-muenchen.de/program/bewerbung/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4214/,,,,
1530,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,Doctoral Programme Research Training Group 2175 Perception in Context and its Neural Basis,,English,,,,,,Any time,NA,NA,6 semesters,https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/perception_in_context.html,"<a href=""https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/perception_in_context.html"" title=""Doctoral Programme Research Training Group 2175 Perception in Context and its Neural Basis"" target=""_blank"">Go to course website</a>",,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4798/,,,,
1531,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,Doctoral Training Programme in the Learning Sciences (DTP-LS),,English,,,,,None,Winter ,15-Mar,,6 semesters,http://www.en.mcls.lmu.de/study_programs/dtp/index.html,"<a href=""http://www.en.mcls.lmu.de/study_programs/dtp/index.html"" title=""Doctoral Training Programme in the Learning Sciences (DTP-LS)"" target=""_blank"">Go to course website</a>",http://www.en.mcls.lmu.de/study_programs/dtp/deadline/index.html,"<a href=""http://www.en.mcls.lmu.de/study_programs/dtp/deadline/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4127/,,,,
1555,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,Graduate School of Quantitative Biosciences Munich (QBM),1 (For Biology),English,,,,,None,Winter ,31-Aug,,More than 9 semesters,https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/qbm.html,"<a href=""https://www.en.graduatecenter.uni-muenchen.de/doctoral_programs/qbm.html"" title=""Graduate School of Quantitative Biosciences Munich (QBM)"" target=""_blank"">Go to course website</a>",https://qbm.genzentrum.lmu.de/application/,"<a href=""https://qbm.genzentrum.lmu.de/application/"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4441/,,,,
1556,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,Graduate School of Systemic Neurosciences,3 (For Neuroscience),English,,,,,None,Winter ,15-Feb,,6 semesters,https://www.gsn.uni-muenchen.de/about_us/index.html,"<a href=""https://www.gsn.uni-muenchen.de/about_us/index.html"" title=""Graduate School of Systemic Neurosciences"" target=""_blank"">Go to course website</a>",https://www.gsn.uni-muenchen.de/news/apply_in_2021-22/index.html,"<a href=""https://www.gsn.uni-muenchen.de/news/apply_in_2021-22/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4019/,,,,
1568,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,International Doctoral Programme Transformations in European Societies,,English,,,,,None,Winter ,,,6 semesters,https://www.en.transformationsprozesse.ekwee.uni-muenchen.de/b-slider-hauptinhalt/index.html,"<a href=""https://www.en.transformationsprozesse.ekwee.uni-muenchen.de/b-slider-hauptinhalt/index.html"" title=""International Doctoral Programme Transformations in European Societies"" target=""_blank"">Go to course website</a>",https://www.en.transformationsprozesse.ekwee.uni-muenchen.de/news/application2015/index.html,"<a href=""https://www.en.transformationsprozesse.ekwee.uni-muenchen.de/news/application2015/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4442/,,,,
1582,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,Munich Graduate School of Economics (MGSE),1 (For Economics),English,,,,,None,Winter ,23-Mar,,More than 9 semesters,https://www.mgse.econ.uni-muenchen.de/program/index.html,"<a href=""https://www.mgse.econ.uni-muenchen.de/program/index.html"" title=""Munich Graduate School of Economics (MGSE)"" target=""_blank"">Go to course website</a>",https://www.mgse.econ.uni-muenchen.de/application/index.html,"<a href=""https://www.mgse.econ.uni-muenchen.de/application/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3767/,,,,
1583,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,PhD Genomic and Molecular Medicine - Personalised Approaches to Childhood Health,1 (For Molecular Biology),English,,,,,None,Winter ,31-Jan,,6 semesters,https://www.en.mmrs.med.uni-muenchen.de/promotionsmoeglichkeiten_en/phd_en/schwerpunktbereiche_en/genomic-molecular/index.html,"<a href=""https://www.en.mmrs.med.uni-muenchen.de/promotionsmoeglichkeiten_en/phd_en/schwerpunktbereiche_en/genomic-molecular/index.html"" title=""PhD Genomic and Molecular Medicine - Personalised Approaches to Childhood Health"" target=""_blank"">Go to course website</a>",https://www.en.mmrs.med.uni-muenchen.de/promotionsmoeglichkeiten_en/phd_en/schwerpunktbereiche_en/genomic-molecular/how-to-apply/index.html,"<a href=""https://www.en.mmrs.med.uni-muenchen.de/promotionsmoeglichkeiten_en/phd_en/schwerpunktbereiche_en/genomic-molecular/how-to-apply/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6398/,,,,
1586,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,PhD Medical Research - Epidemiology & Public Health,"1 (For Epidemiology), 2 (For Public Health)",English,,,,,None,Winter ,31-Jan,,6 semesters,https://www.ibe.med.uni-muenchen.de/phd-studiengang/index.html,"<a href=""https://www.ibe.med.uni-muenchen.de/phd-studiengang/index.html"" title=""PhD Medical Research - Epidemiology & Public Health"" target=""_blank"">Go to course website</a>",https://www.ibe.med.uni-muenchen.de/phd-studiengang/application/index.html,"<a href=""https://www.ibe.med.uni-muenchen.de/phd-studiengang/application/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5296/,,,,
1587,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,PhD Oral Sciences,1 (For Biology),English,,,,,None,Winter ,31-Jan,,6 semesters,https://www.med.uni-muenchen.de/promotion/promotionsmoeglichkeiten/phd/schwerpunktbereiche/oral-sciences1/index.html,"<a href=""https://www.med.uni-muenchen.de/promotion/promotionsmoeglichkeiten/phd/schwerpunktbereiche/oral-sciences1/index.html"" title=""PhD Oral Sciences"" target=""_blank"">Go to course website</a>",https://www.portal.graduatecenter.uni-muenchen.de/ocgc/,"<a href=""https://www.portal.graduatecenter.uni-muenchen.de/ocgc/"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7045/,,,,
1598,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,PhD Programme Medical Research - International Health,1 (For Biology),English,,,,,None,Winter ,31-Jan,,6 semesters,https://www.cih.lmu.de/education/study-programs/phd-program,"<a href=""https://www.cih.lmu.de/education/study-programs/phd-program"" title=""PhD Programme Medical Research - International Health"" target=""_blank"">Go to course website</a>",https://www.portal.graduatecenter.uni-muenchen.de/ocgc/mmrs,"<a href=""https://www.portal.graduatecenter.uni-muenchen.de/ocgc/mmrs"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4133/,,,,
1608,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",PhD / Doctorate,Munich,"Trafficking of Immune Cells in Inflammation, Development and Disease (DFG-SFB 914 Integriertes GRK)",1 (For Immunology),English,,,,,None,"Summer, Winter",15-Jul,15-Jan,6 semesters,https://www.sfb914.med.uni-muenchen.de/graduate_program/index.html,"<a href=""https://www.sfb914.med.uni-muenchen.de/graduate_program/index.html"" title=""Trafficking of Immune Cells in Inflammation, Development and Disease (DFG-SFB 914 Integriertes GRK)"" target=""_blank"">Go to course website</a>",https://www.sfb914.med.uni-muenchen.de/graduate_program/drmed_program/index.html,"<a href=""https://www.sfb914.med.uni-muenchen.de/graduate_program/drmed_program/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4367/,,,,
1667,56,1,Ludwig Maximilian University of Munich,"<a href=""https://howtoabroad.com/ludwig-maximilians-university-munich/"" title=""Ludwig Maximilians University Munich"" rel=""noopener"" target=""_blank"">Ludwig Maximilians University Munich (LMU)</a>",Master's degree,Munich,Logic and Philosophy of Science,,English,,,,,None,Winter,15-Jul,,4 semesters,https://www.mcmp.philosophie.uni-muenchen.de/students/ma/index.html,"<a href=""https://www.mcmp.philosophie.uni-muenchen.de/students/ma/index.html"" title=""Logic and Philosophy of Science"" target=""_blank"">Go to course website</a>",https://www.mcmp.philosophie.uni-muenchen.de/students/ma/application/index.html,"<a href=""https://www.mcmp.philosophie.uni-muenchen.de/students/ma/application/index.html"" title=""Submit application"" target=""_blank"">Submit application</a>",,,,,,
